weapon_name,physical_dmg,magic_dmg,fire_dmg,lightning_dmg,holy_dmg,crit_multiplier,poise_dmg,strength_scaling,dexterity_scaling,intelligence_scaling,faith_scaling,arcane_scaling,physical_def,magic_def,fire_def,lightning_def,holy_def,guard_boost,status_resistance,weight,weapon_type,affinity
Nightrider Flail (magic),220,220,0,0,0,100,116,E,E,B,Z,Z,35.15,31.25,23.75,23.75,28.75,21.0,14.25,6.0,Flails,magic
Rogier's Rapier (poison),191,0,0,0,0,110,62,D,B,Z,Z,D,46.55,31.35,31.35,31.35,31.35,22.0,11.0,3.5,ThrustingSwords,poison
Rapier (poison),197,0,0,0,0,130,60,D,B,Z,Z,D,42.75,28.5,28.5,28.5,28.5,20.0,10.0,2.5,ThrustingSwords,poison
Noble's Estoc (poison),212,0,0,0,0,100,60,C,C,Z,Z,D,46.55,31.35,31.35,31.35,31.35,22.0,11.0,3.5,ThrustingSwords,poison
Estoc (poison),219,0,0,0,0,100,66,E,B,Z,Z,D,51.3,34.2,34.2,34.2,34.2,24.0,12.0,4.5,ThrustingSwords,poison
Cleanrot Knight's Sword (poison),223,0,0,0,0,100,66,C,D,Z,Z,D,48.45,32.3,32.3,32.3,32.3,23.0,11.0,4.0,ThrustingSwords,poison
Antspur Rapier (poison),202,0,0,0,0,100,62,C,C,Z,Z,D,44.65,29.45,29.45,29.45,29.45,21.0,10.0,3.0,ThrustingSwords,poison
Broadsword (poison),240,0,0,0,0,100,94,B,D,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,15.0,4.0,StraightSwords,poison
Cane Sword (poison),197,0,0,0,0,100,86,D,B,Z,Z,D,38.95,25.65,25.65,25.65,25.65,27.0,13.0,2.5,StraightSwords,poison
Longsword (poison),225,0,0,0,0,100,90,C,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,3.5,StraightSwords,poison
Lordsworn's Straight Sword (poison),236,0,0,0,0,110,90,C,C,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,3.5,StraightSwords,poison
Noble's Slender Sword (poison),206,0,0,0,0,110,80,E,B,Z,Z,D,40.85,27.55,27.55,27.55,27.55,30.0,14.0,3.5,StraightSwords,poison
Short Sword (poison),208,0,0,0,0,100,90,C,C,Z,Z,D,39.9,26.6,26.6,26.6,26.6,28.0,14.0,3.0,StraightSwords,poison
Warhawk's Talon (poison),206,0,0,0,0,100,84,D,B,Z,Z,D,39.9,26.6,26.6,26.6,26.6,30.0,14.0,3.0,StraightSwords,poison
Weathered Straight Sword (poison),210,0,0,0,0,100,90,C,C,Z,Z,D,40.85,27.55,27.55,27.55,27.55,27.0,14.0,3.0,StraightSwords,poison
Battle Hammer (occult),285,0,0,0,0,100,194,D,E,Z,Z,A,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,occult
Brick Hammer (occult),265,0,0,0,0,100,218,B,Z,Z,Z,A,74.0,40.0,40.0,40.0,40.0,52.8,23.0,12.5,GreatHammers,occult
Celebrant's Skull (occult),299,0,0,0,0,100,182,E,E,Z,Z,B,63.0,34.0,34.0,34.0,34.0,44.0,19.0,8.5,GreatHammers,occult
Curved Great Club (occult),315,0,0,0,0,100,194,D,E,Z,Z,B,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,occult
Great Mace (occult),290,0,0,0,0,100,200,B,Z,Z,Z,B,71.0,38.0,38.0,38.0,38.0,50.6,22.0,11.5,GreatHammers,occult
Great Stars (occult),292,0,0,0,0,100,182,D,E,Z,Z,B,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,occult
Greathorn Hammer (occult),290,0,0,0,0,100,172,D,E,Z,Z,A,65.0,35.0,35.0,35.0,35.0,46.2,20.0,10.0,GreatHammers,occult
Large Club (occult),285,0,0,0,0,100,154,C,Z,Z,Z,B,60.0,32.0,32.0,32.0,32.0,41.8,18.0,8.5,GreatHammers,occult
Pickaxe (occult),312,0,0,0,0,100,190,D,E,Z,Z,B,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,occult
Rotten Battle Hammer (occult),274,0,0,0,0,100,194,D,E,Z,Z,A,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,occult
Chainlink Flail (poison),230,0,0,0,0,100,122,A,E,Z,Z,D,40.85,26.6,26.6,26.6,26.6,24.0,18.0,8.0,Flails,poison
Flail (poison),230,0,0,0,0,100,112,C,B,Z,Z,D,34.2,22.8,22.8,22.8,22.8,20.0,15.0,5.0,Flails,poison
Nightrider Flail (poison),236,0,0,0,0,100,116,D,B,Z,Z,D,35.15,23.75,23.75,23.75,23.75,21.0,15.0,6.0,Flails,poison
Bandit's Curved Sword,289,0,0,0,0,100,98,D,C,Z,Z,Z,48.0,36.0,36.0,36.0,36.0,36.0,12.0,5.0,CurvedSwords,standard
Beastman's Curved Sword,276,0,0,0,0,100,98,B,D,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,32.4,11.0,4.0,CurvedSwords,standard
Eclipse Shotel,188,0,0,0,188,100,94,D,C,Z,C,Z,35.0,25.0,25.0,25.0,50.0,27.5,10.0,3.0,CurvedSwords,standard
Falchion,267,0,0,0,0,100,94,C,C,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,31.2,10.0,3.5,CurvedSwords,standard
Flowing Curved Sword,267,0,0,0,0,100,94,D,C,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,31.2,10.0,3.5,CurvedSwords,standard
Grossmesser,281,0,0,0,0,100,98,C,D,Z,Z,Z,46.0,34.0,34.0,34.0,34.0,33.6,11.0,4.5,CurvedSwords,standard
Magma Blade,235,0,151,0,0,100,98,C,D,Z,C,Z,44.0,30.0,44.0,30.0,30.0,29.7,11.0,4.0,CurvedSwords,standard
Mantis Blade,274,0,0,0,0,100,94,D,C,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,32.4,11.0,4.0,CurvedSwords,standard
Scavenger's Curved Sword,257,0,0,0,0,100,84,C,C,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,30.0,10.0,3.5,CurvedSwords,standard
Scimitar,259,0,0,0,0,100,90,D,C,Z,Z,Z,40.0,30.0,30.0,30.0,30.0,30.0,10.0,3.0,CurvedSwords,standard
Serpent-God's Curved Sword,276,0,0,0,0,100,98,C,D,Z,Z,Z,44.0,33.0,33.0,33.0,33.0,32.4,11.0,4.0,CurvedSwords,standard
Shamshir,264,0,0,0,0,100,90,D,C,Z,Z,Z,42.0,31.0,31.0,31.0,31.0,31.2,10.0,3.5,CurvedSwords,standard
Shotel,235,0,0,0,0,100,86,D,C,Z,Z,Z,37.0,27.0,27.0,27.0,27.0,26.4,9.0,2.0,CurvedSwords,standard
Wing of Astel,159,191,0,0,0,100,84,E,C,B,Z,Z,28.0,52.0,23.0,23.0,23.0,25.3,9.0,2.5,CurvedSwords,standard
Lance (blood),253,0,0,0,0,100,122,C,C,Z,Z,D,54.15,34.2,34.2,34.2,34.2,44.0,19.95,9.0,GreatSpears,blood
Lordsworn's Greatsword (cold),235,176,0,0,0,110,126,C,C,C,Z,Z,61.75,40.25,33.25,33.25,33.25,42.0,19.0,9.0,Greatswords,cold
Knight's Greatsword (cold),244,183,0,0,0,100,126,D,C,C,Z,Z,64.6,41.4,34.2,34.2,34.2,44.0,19.95,10.0,Greatswords,cold
Iron Greatsword (cold),259,194,0,0,0,100,140,B,E,C,Z,Z,69.35,44.85,37.05,37.05,37.05,47.0,20.9,12.0,Greatswords,cold
Gargoyle's Greatsword (cold),232,174,0,0,0,100,138,B,E,C,Z,Z,67.45,43.7,36.1,36.1,36.1,46.0,20.9,11.5,Greatswords,cold
Forked Greatsword (cold),216,162,0,0,0,100,112,D,C,C,Z,Z,57.95,37.95,31.35,31.35,31.35,39.0,18.05,9.0,Greatswords,cold
Flamberge (cold),225,169,0,0,0,100,118,D,B,C,Z,Z,61.75,40.25,33.25,33.25,33.25,42.0,19.0,10.0,Greatswords,cold
Claymore (cold),239,180,0,0,0,100,126,C,D,C,Z,Z,61.75,40.25,33.25,33.25,33.25,42.0,19.0,9.0,Greatswords,cold
Bastard Sword (cold),239,180,0,0,0,100,126,B,D,C,Z,Z,61.75,40.25,33.25,33.25,33.25,42.0,19.0,9.0,Greatswords,cold
Banished Knight's Greatsword (cold),246,185,0,0,0,100,132,C,C,C,Z,Z,64.6,41.4,34.2,34.2,34.2,44.0,19.95,10.0,Greatswords,cold
Duelist Greataxe (blood),352,0,0,0,0,100,156,D,B,Z,Z,D,74.1,44.65,44.65,44.65,44.65,52.0,24.7,20.0,ColossalWeapons,blood
Giant-Crusher (blood),322,0,0,0,0,100,224,A,Z,Z,Z,D,83.6,49.4,49.4,49.4,49.4,58.0,27.55,26.5,ColossalWeapons,blood
Golem's Halberd (blood),328,0,0,0,0,100,134,B,D,Z,Z,D,71.25,42.75,42.75,42.75,42.75,50.0,23.75,21.5,ColossalWeapons,blood
Prelate's Inferno Crozier (blood),324,0,0,0,0,100,210,B,E,Z,Z,D,77.9,46.55,46.55,46.55,46.55,55.0,25.65,23.5,ColossalWeapons,blood
Rotten Greataxe (blood),337,0,0,0,0,100,156,D,B,Z,Z,D,74.1,44.65,44.65,44.65,44.65,52.0,24.7,20.0,ColossalWeapons,blood
Caestus (flame),172,0,172,0,0,100,100,D,E,Z,B,Z,33.25,19.0,25.0,23.0,19.0,20.0,9.5,1.5,Fists,flame
Iron Ball (flame),192,0,192,0,0,100,110,D,E,Z,C,Z,36.1,20.9,27.5,25.3,20.9,22.0,10.45,2.5,Fists,flame
Katar (flame),186,0,186,0,0,110,100,E,E,Z,C,Z,34.2,19.95,26.25,24.15,19.95,21.0,9.5,2.5,Fists,flame
Spiked Caestus (flame),174,0,174,0,0,100,100,D,E,Z,B,Z,33.25,19.0,25.0,23.0,19.0,20.0,9.5,2.0,Fists,flame
Star Fist (flame),200,0,200,0,0,100,112,D,E,Z,C,Z,38.95,21.85,28.75,26.45,21.85,23.0,10.45,3.0,Fists,flame
Greatsword (lightning),276,0,0,276,0,100,156,E,C,Z,Z,Z,79.8,47.5,57.5,62.5,47.5,56.0,26.6,23.0,ColossalSwords,lightning
Troll's Golden Sword (lightning),261,0,0,261,0,100,152,E,C,Z,Z,Z,72.2,43.7,52.9,57.5,43.7,51.0,23.75,19.0,ColossalSwords,lightning
Watchdog's Greatsword (lightning),238,0,0,238,0,100,164,E,B,Z,Z,Z,77.9,46.55,56.35,61.25,46.55,55.0,25.65,22.0,ColossalSwords,lightning
Zweihander (lightning),236,0,0,236,0,100,126,E,C,Z,Z,Z,63.65,38.0,46.0,50.0,38.0,45.0,20.9,15.5,ColossalSwords,lightning
Godskin Stitcher (cold),217,174,0,0,0,100,94,C,C,C,Z,Z,52.25,43.7,36.1,36.1,36.1,33.0,15.2,7.0,HeavyThrustingSwords,cold
Great epee (cold),214,171,0,0,0,124,94,C,C,C,Z,Z,49.4,41.4,34.2,34.2,34.2,31.0,14.25,6.5,HeavyThrustingSwords,cold
Hoslow's Petal Whip (keen),246,0,0,0,0,100,92,E,B,Z,Z,Z,28.0,17.0,17.0,17.0,17.0,18.7,11.0,3.5,Whips,keen
Thorned Whip (keen),213,0,0,0,0,100,92,E,A,Z,Z,Z,26.0,15.0,15.0,15.0,15.0,16.5,10.0,2.5,Whips,keen
Urumi (keen),225,0,0,0,0,100,92,E,S,Z,Z,Z,27.0,16.0,16.0,16.0,16.0,16.5,11.0,3.0,Whips,keen
Whip (keen),225,0,0,0,0,100,84,E,B,Z,Z,Z,25.0,15.0,15.0,15.0,15.0,16.5,10.0,2.0,Whips,keen
Hoslow's Petal Whip (quality),215,0,0,0,0,100,92,B,B,Z,Z,Z,28.0,17.0,17.0,17.0,17.0,18.7,11.0,3.5,Whips,quality
Thorned Whip (quality),198,0,0,0,0,100,84,B,B,Z,Z,Z,26.0,15.0,15.0,15.0,15.0,16.5,10.0,2.5,Whips,quality
Urumi (quality),196,0,0,0,0,100,92,B,B,Z,Z,Z,27.0,16.0,16.0,16.0,16.0,16.5,11.0,3.0,Whips,quality
Whip (quality),196,0,0,0,0,100,84,B,B,Z,Z,Z,25.0,15.0,15.0,15.0,15.0,16.5,10.0,2.0,Whips,quality
Club (fire),166,0,166,0,0,100,102,C,E,Z,Z,Z,38.95,25.65,33.75,31.05,25.65,27.0,12.35,3.5,Hammers,fire
Curved Club (fire),185,0,185,0,0,100,106,C,E,Z,Z,Z,42.75,28.5,37.5,34.5,28.5,30.0,14.25,5.0,Hammers,fire
Hammer (fire),202,0,202,0,0,100,116,C,E,Z,Z,Z,48.45,32.3,42.5,39.1,32.3,36.0,16.15,6.5,Hammers,fire
Mace (fire),187,0,187,0,0,100,112,C,E,Z,Z,Z,42.75,28.5,37.5,34.5,28.5,30.0,14.25,4.5,Hammers,fire
Monk's Flamemace (fire),204,0,204,0,0,100,112,C,E,Z,Z,Z,46.55,31.35,41.25,37.95,31.35,33.0,15.2,6.0,Hammers,fire
Morning Star (fire),192,0,192,0,0,100,116,C,E,Z,Z,Z,44.65,29.45,38.75,35.65,29.45,31.0,14.25,5.0,Hammers,fire
Spiked Club (fire),185,0,185,0,0,100,106,C,E,Z,Z,Z,42.75,28.5,37.5,34.5,28.5,30.0,14.25,5.0,Hammers,fire
Stone Club (fire),198,0,198,0,0,100,130,C,E,Z,Z,Z,49.4,33.25,43.75,40.25,33.25,36.0,16.15,7.0,Hammers,fire
Warpick (fire),175,0,175,0,0,100,106,C,E,Z,Z,Z,38.0,25.65,33.75,31.05,25.65,27.0,12.35,2.5,Hammers,fire
Grave Scythe (flame),276,0,276,0,0,100,120,E,E,Z,C,Z,46.55,31.35,41.25,37.95,31.35,33.0,15.2,9.5,Reapers,flame
Scythe (flame),240,0,240,0,0,100,110,E,D,Z,C,Z,42.75,28.5,37.5,34.5,28.5,30.0,14.25,7.5,Reapers,flame
Gargoyle's Twinblade (magic),236,236,0,0,0,100,100,D,E,C,Z,Z,45.6,40.0,30.4,30.4,36.8,32.0,15.2,8.5,Twinblades,magic
Godskin Peeler (magic),232,232,0,0,0,100,90,E,E,C,Z,Z,44.65,38.75,29.45,29.45,35.65,31.0,14.25,8.0,Twinblades,magic
Twinblade (magic),228,228,0,0,0,100,90,E,E,C,Z,Z,42.75,37.5,28.5,28.5,34.5,30.0,14.25,7.0,Twinblades,magic
Twinned Knight Swords (magic),234,234,0,0,0,100,94,E,E,C,Z,Z,44.65,38.75,29.45,29.45,35.65,31.0,14.25,8.0,Twinblades,magic
Hoslow's Petal Whip (flame),210,0,210,0,0,100,92,E,D,Z,D,Z,26.6,16.15,21.25,19.55,16.15,17.0,10.45,3.5,Whips,flame
Thorned Whip (flame),194,0,194,0,0,100,84,E,D,Z,C,Z,24.7,14.25,18.75,17.25,14.25,15.0,9.5,2.5,Whips,flame
Urumi (flame),192,0,192,0,0,100,92,E,D,Z,C,Z,25.65,15.2,20.0,18.4,15.2,15.0,10.45,3.0,Whips,flame
Whip (flame),192,0,192,0,0,100,84,E,D,Z,C,Z,23.75,14.25,18.75,17.25,14.25,15.0,9.5,2.0,Whips,flame
Rogier's Rapier (blood),191,0,0,0,0,110,62,D,B,Z,Z,D,46.55,31.35,31.35,31.35,31.35,22.0,10.45,3.5,ThrustingSwords,blood
Rapier (blood),197,0,0,0,0,130,60,D,B,Z,Z,D,42.75,28.5,28.5,28.5,28.5,20.0,9.5,2.5,ThrustingSwords,blood
Noble's Estoc (blood),212,0,0,0,0,100,60,C,C,Z,Z,D,46.55,31.35,31.35,31.35,31.35,22.0,10.45,3.5,ThrustingSwords,blood
Estoc (blood),219,0,0,0,0,100,66,E,B,Z,Z,D,51.3,34.2,34.2,34.2,34.2,24.0,11.4,4.5,ThrustingSwords,blood
Cleanrot Knight's Sword (blood),223,0,0,0,0,100,66,C,D,Z,Z,D,48.45,32.3,32.3,32.3,32.3,23.0,10.45,4.0,ThrustingSwords,blood
Antspur Rapier (blood),202,0,0,0,0,100,62,C,C,Z,Z,D,44.65,29.45,29.45,29.45,29.45,21.0,9.5,3.0,ThrustingSwords,blood
Bandit's Curved Sword (fire),192,0,192,0,0,100,98,C,E,Z,Z,Z,45.6,34.2,45.0,41.4,34.2,30.0,11.4,5.0,CurvedSwords,fire
Beastman's Curved Sword (fire),183,0,183,0,0,100,98,C,E,Z,Z,Z,41.8,31.35,41.25,37.95,31.35,27.0,10.45,4.0,CurvedSwords,fire
Falchion (fire),176,0,176,0,0,100,94,C,E,Z,Z,Z,39.9,29.45,38.75,35.65,29.45,26.0,9.5,3.5,CurvedSwords,fire
Flowing Curved Sword (fire),176,0,176,0,0,100,94,C,E,Z,Z,Z,39.9,29.45,38.75,35.65,29.45,26.0,9.5,3.5,CurvedSwords,fire
Grossmesser (fire),187,0,187,0,0,100,98,C,E,Z,Z,Z,43.7,32.3,42.5,39.1,32.3,28.0,10.45,4.5,CurvedSwords,fire
Mantis Blade (fire),181,0,181,0,0,100,94,C,E,Z,Z,Z,41.8,31.35,41.25,37.95,31.35,27.0,10.45,4.0,CurvedSwords,fire
Scavenger's Curved Sword (fire),170,0,170,0,0,100,84,C,E,Z,Z,Z,38.0,28.5,37.5,34.5,28.5,25.0,9.5,3.5,CurvedSwords,fire
Scimitar (fire),171,0,171,0,0,100,90,C,E,Z,Z,Z,38.0,28.5,37.5,34.5,28.5,25.0,9.5,3.0,CurvedSwords,fire
Serpent-God's Curved Sword (fire),183,0,183,0,0,100,98,C,E,Z,Z,Z,41.8,31.35,41.25,37.95,31.35,27.0,10.45,4.0,CurvedSwords,fire
Shamshir (fire),175,0,175,0,0,100,90,C,E,Z,Z,Z,39.9,29.45,38.75,35.65,29.45,26.0,9.5,3.5,CurvedSwords,fire
Shotel (fire),156,0,156,0,0,100,86,C,E,Z,Z,Z,35.15,25.65,33.75,31.05,25.65,22.0,8.55,2.0,CurvedSwords,fire
Grave Scythe (keen),324,0,0,0,0,100,120,E,B,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,36.3,16.0,9.5,Reapers,keen
Scythe (keen),264,0,0,0,0,100,121,E,A,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,7.5,Reapers,keen
Bandit's Curved Sword (blood),242,0,0,0,0,100,98,C,C,Z,Z,D,45.6,34.2,34.2,34.2,34.2,30.0,11.4,5.0,CurvedSwords,blood
Beastman's Curved Sword (blood),232,0,0,0,0,100,98,B,D,Z,Z,D,41.8,31.35,31.35,31.35,31.35,27.0,10.45,4.0,CurvedSwords,blood
Falchion (blood),223,0,0,0,0,100,94,C,C,Z,Z,D,39.9,29.45,29.45,29.45,29.45,26.0,9.5,3.5,CurvedSwords,blood
Flowing Curved Sword (blood),223,0,0,0,0,100,94,D,B,Z,Z,D,39.9,29.45,29.45,29.45,29.45,26.0,9.5,3.5,CurvedSwords,blood
Grossmesser (blood),236,0,0,0,0,100,98,C,C,Z,Z,D,43.7,32.3,32.3,32.3,32.3,28.0,10.45,4.5,CurvedSwords,blood
Mantis Blade (blood),230,0,0,0,0,100,94,C,C,Z,Z,D,41.8,31.35,31.35,31.35,31.35,27.0,10.45,4.0,CurvedSwords,blood
Scavenger's Curved Sword (blood),215,0,0,0,0,100,84,C,C,Z,Z,D,38.0,28.5,28.5,28.5,28.5,25.0,9.5,3.5,CurvedSwords,blood
Scimitar (blood),217,0,0,0,0,100,90,D,B,Z,Z,D,38.0,28.5,28.5,28.5,28.5,25.0,9.5,3.0,CurvedSwords,blood
Serpent-God's Curved Sword (blood),232,0,0,0,0,100,98,B,D,Z,Z,D,41.8,31.35,31.35,31.35,31.35,27.0,10.45,4.0,CurvedSwords,blood
Shamshir (blood),221,0,0,0,0,100,90,C,C,Z,Z,D,39.9,29.45,29.45,29.45,29.45,26.0,9.5,3.5,CurvedSwords,blood
Shotel (blood),197,0,0,0,0,100,86,D,B,Z,Z,D,35.15,25.65,25.65,25.65,25.65,22.0,8.55,2.0,CurvedSwords,blood
Bloodhound Claws (quality),194,0,0,0,0,110,78,B,B,Z,Z,Z,38.0,22.0,22.0,22.0,22.0,24.2,11.0,3.0,Claws,quality
Hookclaws (quality),182,0,0,0,0,110,72,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,22.0,10.0,2.0,Claws,quality
Raptor Talons (quality),168,0,0,0,0,110,68,B,B,Z,Z,Z,33.0,19.0,19.0,19.0,19.0,20.9,9.0,1.5,Claws,quality
Venomous Fang (quality),190,0,0,0,0,100,78,B,B,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,20.9,10.0,2.5,Claws,quality
Grave Scythe (occult),310,0,0,0,0,100,120,E,E,Z,Z,B,49.0,33.0,33.0,33.0,33.0,36.3,16.0,9.5,Reapers,occult
Scythe (occult),270,0,0,0,0,100,110,E,D,Z,Z,B,45.0,30.0,30.0,30.0,30.0,33.0,15.0,7.5,Reapers,occult
Bloodhound Claws (poison),204,0,0,0,0,110,78,C,C,Z,Z,D,36.1,20.9,20.9,20.9,20.9,22.0,11.0,3.0,Claws,poison
Hookclaws (poison),191,0,0,0,0,110,72,D,B,Z,Z,D,33.25,19.0,19.0,19.0,19.0,20.0,10.0,2.0,Claws,poison
Raptor Talons (poison),176,0,0,0,0,110,68,E,B,Z,Z,D,31.35,18.05,18.05,18.05,18.05,19.0,9.0,1.5,Claws,poison
Venomous Fang (poison),199,0,0,0,0,100,78,C,C,Z,Z,D,34.2,19.95,19.95,19.95,19.95,19.0,10.0,2.5,Claws,poison
Greatsword (flame),318,0,318,0,0,100,156,D,E,Z,D,Z,79.8,47.5,62.5,57.5,47.5,56.0,26.6,23.0,ColossalSwords,flame
Troll's Golden Sword (flame),300,0,300,0,0,100,152,D,E,Z,C,Z,72.2,43.7,57.5,52.9,43.7,51.0,23.75,19.0,ColossalSwords,flame
Watchdog's Greatsword (flame),274,0,274,0,0,100,164,C,E,Z,B,Z,77.9,46.55,61.25,56.35,46.55,55.0,25.65,22.0,ColossalSwords,flame
Zweihander (flame),272,0,272,0,0,100,126,D,D,Z,C,Z,63.65,38.0,50.0,46.0,38.0,45.0,20.9,15.5,ColossalSwords,flame
Beastman's Cleaver (keen),321,0,0,0,0,100,164,E,B,Z,Z,Z,81.0,43.0,43.0,43.0,43.0,57.2,25.0,16.5,CurvedGreatswords,keen
Dismounter (keen),310,0,0,0,0,100,122,E,B,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,46.2,20.0,10.0,CurvedGreatswords,keen
Monk's Flameblade (keen),300,0,0,0,0,100,122,E,B,Z,Z,Z,61.0,33.0,33.0,33.0,33.0,42.9,19.0,9.0,CurvedGreatswords,keen
Omen Cleaver (keen),319,0,0,0,0,100,128,E,B,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,11.5,CurvedGreatswords,keen
Chainlink Flail (sacred),214,0,0,0,214,100,122,D,E,Z,B,Z,40.85,32.2,26.6,26.6,35.0,24.0,17.1,8.0,Flails,sacred
Flail (sacred),214,0,0,0,214,100,112,E,E,Z,B,Z,34.2,27.6,22.8,22.8,30.0,20.0,14.25,5.0,Flails,sacred
Nightrider Flail (sacred),220,0,0,0,220,100,116,E,E,Z,B,Z,35.15,28.75,23.75,23.75,31.25,21.0,14.25,6.0,Flails,sacred
Banished Knight's Halberd (heavy),282,0,0,0,0,100,122,A,Z,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,46.2,15.0,8.0,Halberds,heavy
Gargoyle's Halberd (heavy),275,0,0,0,0,100,167,S,Z,Z,Z,Z,66.0,42.0,42.0,42.0,42.0,55.0,18.0,12.0,Halberds,heavy
Glaive (heavy),296,0,0,0,0,100,128,A,Z,Z,Z,Z,60.0,38.0,38.0,38.0,38.0,50.6,16.0,10.0,Halberds,heavy
Guardian's Swordspear (heavy),312,0,0,0,0,100,128,B,Z,Z,Z,Z,57.0,36.0,36.0,36.0,36.0,48.4,15.0,9.0,Halberds,heavy
Halberd (heavy),282,0,0,0,0,100,122,A,Z,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,46.2,15.0,8.0,Halberds,heavy
Lucerne (heavy),272,0,0,0,0,100,122,A,Z,Z,Z,Z,52.0,33.0,33.0,33.0,33.0,42.9,14.0,7.0,Halberds,heavy
Nightrider Glaive (heavy),270,0,0,0,0,100,154,S,Z,Z,Z,Z,66.0,42.0,42.0,42.0,42.0,55.0,18.0,12.0,Halberds,heavy
Pest's Glaive (heavy),270,0,0,0,0,100,114,A,Z,Z,Z,Z,52.0,33.0,33.0,33.0,33.0,42.9,14.0,7.0,Halberds,heavy
Vulgar Militia Saw (heavy),282,0,0,0,0,100,128,A,Z,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,46.2,15.0,8.0,Halberds,heavy
Vulgar Militia Shotel (heavy),272,0,0,0,0,100,128,A,Z,Z,Z,Z,55.0,35.0,35.0,35.0,35.0,46.2,15.0,8.0,Halberds,heavy
Rogier's Rapier (fire),151,0,151,0,0,110,62,C,E,Z,Z,Z,46.55,31.35,41.25,37.95,31.35,22.0,10.45,3.5,ThrustingSwords,fire
Rapier (fire),156,0,156,0,0,130,60,C,E,Z,Z,Z,42.75,28.5,37.5,34.5,28.5,20.0,9.5,2.5,ThrustingSwords,fire
Noble's Estoc (fire),168,0,168,0,0,100,60,C,E,Z,Z,Z,46.55,31.35,41.25,37.95,31.35,22.0,10.45,3.5,ThrustingSwords,fire
Estoc (fire),173,0,173,0,0,100,66,C,E,Z,Z,Z,51.3,34.2,45.0,41.4,34.2,24.0,11.4,4.5,ThrustingSwords,fire
Cleanrot Knight's Sword (fire),176,0,176,0,0,100,66,C,E,Z,Z,Z,48.45,32.3,42.5,39.1,32.3,23.0,10.45,4.0,ThrustingSwords,fire
Antspur Rapier (fire),159,0,159,0,0,100,62,C,E,Z,Z,Z,44.65,29.45,38.75,35.65,29.45,21.0,9.5,3.0,ThrustingSwords,fire
Club (blood),210,0,0,0,0,100,102,B,Z,Z,Z,D,38.95,25.65,25.65,25.65,25.65,27.0,12.35,3.5,Hammers,blood
Curved Club (blood),234,0,0,0,0,100,106,B,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,14.25,5.0,Hammers,blood
Hammer (blood),255,0,0,0,0,100,116,B,D,Z,Z,D,48.45,32.3,32.3,32.3,32.3,36.0,16.15,6.5,Hammers,blood
Mace (blood),236,0,0,0,0,100,112,B,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,14.25,4.5,Hammers,blood
Monk's Flamemace (blood),258,0,0,0,0,100,112,D,B,Z,Z,D,46.55,31.35,31.35,31.35,31.35,33.0,15.2,6.0,Hammers,blood
Morning Star (blood),242,0,0,0,0,100,116,C,C,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,14.25,5.0,Hammers,blood
Spiked Club (blood),234,0,0,0,0,100,106,B,C,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,14.25,5.0,Hammers,blood
Stone Club (blood),251,0,0,0,0,100,130,B,D,Z,Z,D,49.4,33.25,33.25,33.25,33.25,36.0,16.15,7.0,Hammers,blood
Warpick (blood),221,0,0,0,0,100,106,C,C,Z,Z,D,38.0,25.65,25.65,25.65,25.65,27.0,12.35,2.5,Hammers,blood
Rusted Anchor (flame),284,0,284,0,0,100,164,D,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,12.5,Greataxes,flame
Longhaft Axe (flame),282,0,282,0,0,100,156,D,E,Z,C,Z,64.6,34.2,45.0,41.4,34.2,44.0,19.95,12.5,Greataxes,flame
Greataxe (flame),292,0,292,0,0,100,168,D,E,Z,C,Z,65.55,35.15,46.25,42.55,35.15,45.0,19.95,13.0,Greataxes,flame
